ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
e6b1bea4-ac2d-4ee3-bee3-998aaec37d8e.Kinect,10/22/2018,0.83,0.02,1.4,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.84,0.38,0.19,0.94,0.33,0.3,0.16,0.5,0.52,0.39,0.7,0.64,0.25,0.65,0.3,0.47,0.37,0.68,0.63,0.53,0.16,0.42,0.33,0.81,0.7,0.47,0.57,0.32,0.83,0.3,0.38,0.73,0.68,0.66,0.64,0.55,0.65,0.58,0.65,0.15,0.15,0.11
cc1632d3-aa5b-440e-8e95-b9031e392d08.Kinect,6/8/2018,0.42,0.48,0.27,0.63,0.0,1.29,0.0,1.12,0.0,0.05,0.65,0.0,0.0,0.01,0.0,0.4,0.28,0.43,0.66,0.46,0.22,0.63,0.25,0.53,0.67,0.48,0.74,0.47,0.56,0.2,0.26,0.3,0.47,0.55,0.94,0.76,0.4,0.26,0.29,0.29,0.33,0.71,0.26,0.46,0.29,0.89,0.73,0.68,0.67,0.83,0.89,0.66,0.59,0.58,0.79,0.6,0.29
68a0554a-1771-47aa-b153-36687c927f53.Kinect,8/21/2018,0.91,0.01,0.69,0.34,0.06,0.24,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.9,0.28,0.12,0.35,0.22,0.52,0.83,0.84,0.52,0.73,0.74,0.64,0.14,0.66,0.53,0.84,0.29,0.74,0.64,0.49,0.33,0.34,0.25,0.29,0.62,0.61,0.56,0.09,0.97,0.51,0.46,0.44,0.68,0.66,0.66,0.58,0.65,0.59,0.32,0.15,0.15,0.3
9fc77f34-d8b0-46ec-8e05-8aa2883a9b18.Kinect,7/12/2018,0.7,1.06,1.47,1.5,0.08,0.0,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.7,0.8,0.64,0.81,0.2,0.66,0.28,0.76,0.51,0.84,0.68,0.63,0.1,0.56,0.66,0.77,0.81,0.66,0.55,0.66,0.88,0.75,0.75,0.33,0.56,0.47,0.83,0.67,0.96,0.28,0.67,0.55,0.88,0.72,0.64,0.56,0.81,0.66,0.31,0.2,0.21,0.6
d4963ca8-0319-48a0-b051-39b4d74a4708.Kinect,9/7/2018,0.47,1.04,1.5,1.49,0.41,0.94,0.0,0.0,0.44,0.04,0.37,0.01,0.0,0.0,0.01,0.49,0.64,0.41,0.51,0.19,0.84,0.54,0.87,0.5,0.22,0.33,0.83,0.14,0.24,0.86,0.85,0.64,0.3,0.28,0.48,0.88,0.54,0.62,0.29,0.35,0.33,0.55,0.09,0.46,0.54,0.84,0.44,0.67,0.66,0.64,0.53,0.65,0.58,0.69,0.76,0.8,0.69
9b627db3-77ab-4989-8474-4d768ee489bf.Kinect,7/11/2018,0.67,1.16,1.24,1.24,0.75,0.67,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.69,0.29,0.36,0.94,0.52,0.62,0.58,0.5,0.52,0.95,0.58,0.63,0.1,0.33,0.6,0.48,0.28,0.59,0.31,0.63,0.92,0.55,0.54,0.57,0.85,0.58,0.88,0.16,0.89,0.35,0.74,0.45,0.86,0.68,0.64,0.56,0.81,0.96,0.32,0.15,0.16,0.52
7556e242-8273-4c96-a41d-f2c5d33b0411.Kinect,6/1/2018,0.77,0.61,1.28,1.23,0.13,0.24,0.03,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.75,0.4,0.09,0.61,0.68,0.41,0.57,0.39,0.72,0.24,0.48,0.65,0.23,0.32,0.42,0.39,0.39,0.46,0.33,0.47,0.73,0.8,0.82,0.61,0.54,0.31,0.54,0.32,0.69,0.3,0.46,0.68,0.83,0.66,0.64,0.55,0.65,0.58,0.31,0.86,0.79,0.21
0bae259c-5a9a-4861-acfd-9dd73b3127fc.Kinect,9/26/2018,0.52,0.0,0.0,0.37,1.31,1.36,1.46,0.07,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.5,0.82,0.84,0.66,0.91,0.47,0.89,0.41,0.99,0.91,0.34,0.93,0.93,0.43,0.48,0.41,0.83,0.33,0.44,0.56,0.29,0.74,0.79,0.97,0.49,0.63,0.7,0.92,0.46,0.64,0.41,0.44,0.67,0.66,0.67,0.56,0.66,0.58,0.54,1.0,0.99,0.73
47c9f8dc-48c2-4b5e-a418-f9a3aa37e41a.Kinect,9/11/2018,0.82,0.01,1.37,1.31,0.1,0.01,0.01,0.0,0.08,0.06,0.01,0.0,0.0,0.0,0.02,0.81,0.29,0.79,0.55,0.56,0.49,0.58,0.45,0.52,0.76,0.21,0.65,0.29,0.18,0.5,0.44,0.28,0.21,0.19,0.83,0.62,0.81,0.83,0.41,0.31,0.38,0.54,0.1,0.46,0.28,0.83,0.79,0.97,0.66,0.64,0.55,0.65,0.58,0.31,0.15,0.15,0.34
42081014-f830-4ae4-a51b-5d823e570da3.Kinect,6/19/2018,0.68,0.02,0.94,1.07,0.33,1.1,0.0,0.18,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.68,0.79,0.67,0.44,0.52,0.22,0.33,0.21,0.78,0.61,0.43,0.64,0.47,0.56,0.22,0.2,0.78,0.45,0.59,0.47,0.34,0.67,0.74,0.3,0.31,0.31,0.71,0.37,0.65,0.29,0.81,0.51,0.67,0.68,0.77,0.54,0.65,0.64,0.65,0.31,0.39,0.1
