ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
c79dbd46-73cd-41af-a1ce-83ed04aa172b.Kinect,10/19/2018,0.82,0.01,1.31,1.34,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.11,0.02,0.02,0.0,0.82,0.48,0.31,0.9,0.68,0.17,0.64,0.21,0.63,0.8,0.5,0.65,0.46,0.5,0.16,0.21,0.45,0.49,0.49,0.76,0.16,0.34,0.25,0.91,0.64,0.66,0.56,0.5,0.62,0.47,0.61,0.78,0.67,0.66,0.65,0.72,0.72,0.59,0.74,0.35,0.53,0.17
9cf9e566-ffe9-4fa4-b477-6f9024ee7e43.Kinect,7/18/2018,0.64,0.01,0.0,0.0,0.97,1.15,0.01,0.0,0.0,0.0,0.0,0.04,1.19,0.0,0.01,0.64,0.61,0.53,0.37,0.19,0.34,0.58,0.49,0.52,0.93,0.55,0.63,0.97,0.47,0.33,0.5,0.61,0.52,0.47,0.47,0.17,0.57,0.52,0.33,0.63,0.62,0.96,0.89,0.69,0.28,0.41,0.45,0.68,0.66,0.64,0.69,0.65,0.59,0.31,0.16,0.16,0.22
795a2e67-7de8-4e28-8cf5-8ec2f684707a.Kinect,7/31/2018,0.63,0.01,0.99,0.08,0.07,1.03,0.61,0.0,0.0,0.01,0.11,0.0,0.0,0.01,0.01,0.67,0.34,0.68,0.37,0.73,0.16,0.47,0.2,0.67,0.16,0.48,0.74,0.13,0.45,0.17,0.19,0.35,0.48,0.45,0.79,0.24,0.76,0.51,0.85,0.38,0.39,0.55,0.21,0.55,0.29,0.68,0.45,0.67,0.79,0.94,0.54,0.65,0.59,0.77,0.31,0.32,0.13
df700690-fa03-4f04-958e-06d8d947d160.Kinect,6/8/2018,0.59,0.0,0.6,0.54,0.04,0.54,0.0,0.05,0.0,0.01,0.0,0.05,0.16,0.48,0.65,0.58,0.53,0.8,0.36,0.19,0.18,0.16,0.19,0.53,0.18,1.0,0.65,0.25,0.88,0.16,0.19,0.54,1.0,0.88,0.48,0.45,0.34,0.26,0.82,0.8,0.77,0.56,0.09,0.77,0.28,0.79,0.44,0.67,0.66,0.65,0.54,0.66,0.58,0.31,0.23,0.16,0.16
0b43cd3f-bbbd-49c1-ab4a-5a06f7f8cf33.Kinect,10/18/2018,0.76,0.47,1.18,1.15,0.18,0.44,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.01,0.78,0.81,0.89,0.8,0.66,0.79,0.34,0.65,0.53,0.17,0.21,0.63,0.1,0.19,0.8,0.66,0.81,0.21,0.18,0.48,0.76,0.34,0.25,0.27,0.33,0.32,0.55,0.12,0.46,0.28,0.38,0.45,0.68,0.66,0.65,0.57,0.65,0.59,0.31,0.91,0.85,0.46
0f96dbab-703a-40ea-a764-56622e04b0ce.Kinect,9/7/2018,0.47,1.15,1.44,1.47,1.07,0.62,0.01,0.0,0.69,0.0,0.05,0.0,0.02,0.0,0.0,0.49,0.28,0.97,0.65,0.62,0.86,0.15,0.83,0.7,0.75,0.42,0.62,0.39,0.61,0.86,0.81,0.29,0.43,0.63,0.47,0.92,0.34,0.48,0.28,0.35,0.32,0.55,0.63,0.84,0.28,0.91,0.46,0.68,0.66,0.65,0.66,0.66,0.58,0.78,0.64,0.61,0.79
6de45c0e-dd1e-44d3-92a4-f25b69648ed8.Kinect,9/11/2018,0.6,0.13,1.14,1.28,0.03,0.22,0.05,0.0,0.0,0.0,0.01,0.0,1.21,0.0,0.0,0.61,0.3,0.09,0.47,0.57,0.26,0.79,0.39,0.53,0.84,0.3,0.63,0.95,0.24,0.26,0.39,0.28,0.31,0.25,0.47,0.67,0.82,0.82,0.64,0.3,0.39,0.77,0.97,0.56,0.74,0.38,0.44,0.87,0.67,0.64,0.55,0.65,0.58,0.31,0.27,0.27,0.37
6b5edd05-ed09-4bcb-b536-dc984b823d59.Kinect,6/19/2018,0.45,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.01,0.01,0.02,1.06,0.71,0.44,0.18,0.46,0.85,0.72,0.52,0.58,0.86,0.14,0.87,0.63,0.95,0.69,0.8,0.93,0.69,0.84,0.85,0.87,0.68,0.66,0.48,0.22,0.57,0.53,0.61,0.73,0.75,0.97,0.97,0.99,0.99,0.38,0.7,0.79,0.66,0.66,0.55,0.65,0.58,0.53,0.58,0.6,0.78
3122b09c-b9fa-470e-bcdc-450f52a2fabb.Kinect,7/24/2018,0.89,0.19,0.0,0.0,0.0,0.4,0.23,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.91,0.61,0.39,0.43,0.24,0.17,0.27,0.57,0.53,0.16,0.22,0.68,0.36,0.4,0.16,0.55,0.64,0.21,0.4,0.47,0.71,0.34,0.25,0.76,0.31,0.31,0.57,0.17,0.46,0.29,0.38,0.44,0.67,0.67,0.65,0.84,0.65,0.58,0.31,0.26,0.38,0.05
6ea6bff2-87f6-459e-bdd3-91a7df6852c2.Kinect,7/31/2018,0.47,0.22,1.5,1.26,1.36,0.51,0.0,1.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.48,0.67,0.47,0.51,0.22,0.16,0.16,0.68,0.59,0.46,0.22,0.95,0.4,0.2,0.17,0.68,0.67,0.21,0.19,0.96,0.69,0.84,0.68,0.3,0.36,0.4,0.72,0.21,0.46,0.29,0.89,0.75,0.67,0.86,0.94,0.97,0.91,0.77,0.97,0.22,0.23,0.67
1e9bbfa3-2ba8-47d6-b208-477c023b7171.Kinect,8/20/2018,0.56,1.23,0.87,0.93,0.0,0.03,1.14,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.55,0.54,0.53,0.54,0.61,0.16,0.26,0.21,0.53,0.16,0.63,0.93,0.32,0.67,0.16,0.21,0.53,0.67,0.67,0.47,0.93,0.76,0.83,0.92,0.58,0.55,0.7,0.49,0.47,0.54,0.6,0.44,0.67,0.7,0.84,0.76,0.83,0.58,0.72,0.21,0.23,0.28
86af1eb6-3ddc-41be-9a67-3dfac7dcffff.Kinect,9/11/2018,0.28,0.14,1.27,1.34,0.07,0.86,1.5,0.99,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.25,0.88,0.82,0.63,0.93,0.86,0.95,0.75,1.0,0.87,0.42,0.95,0.63,0.43,0.85,0.77,0.91,0.41,0.43,0.83,0.66,0.99,0.97,1.0,0.29,0.32,0.69,0.48,0.46,0.34,0.76,0.46,0.81,0.67,0.75,0.62,0.65,0.58,0.7,0.84,0.87,0.94
3c35797f-d626-47e3-89ef-91fc94f7e4b3.Kinect,5/31/2018,0.76,0.01,1.27,1.48,0.03,0.0,0.01,0.02,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.77,0.59,0.36,0.45,0.73,0.77,0.15,0.84,0.53,0.17,0.21,0.63,0.11,0.18,0.77,0.84,0.58,0.21,0.18,0.48,0.52,0.7,0.82,0.3,0.31,0.33,0.56,0.19,0.92,0.52,0.39,0.44,0.68,0.66,0.64,0.55,0.73,0.59,0.7,0.97,0.97,0.64
76bd1013-dc33-4a3c-b989-82d9b9793c68.Kinect,7/20/2018,0.59,1.48,1.17,1.38,0.18,0.31,0.0,0.0,0.41,0.02,0.02,0.0,0.01,0.0,0.01,0.6,0.56,0.88,0.42,0.48,0.8,0.71,0.81,0.52,0.16,0.21,0.63,0.1,0.29,0.82,0.82,0.57,0.22,0.28,0.47,1.0,0.34,0.57,0.28,0.29,0.3,0.53,0.09,0.46,0.29,0.84,0.45,0.67,0.66,0.65,0.55,0.65,0.58,0.64,0.23,0.35,0.68
33c9902a-9fd7-4f69-89eb-33aaf9246737.Kinect,8/24/2018,0.46,0.01,0.37,0.03,0.0,0.53,0.0,0.01,0.0,0.0,0.0,0.53,1.5,0.09,0.34,0.47,0.78,0.64,0.36,0.75,0.17,0.72,0.49,0.62,0.37,0.46,0.64,0.79,0.44,0.16,0.51,0.77,0.47,0.43,0.84,0.18,0.34,0.25,0.52,0.48,0.8,0.99,0.36,0.94,0.9,0.38,0.44,0.67,0.66,0.86,0.97,0.92,0.66,0.31,0.19,0.3,0.35
