ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
58241ab6-f71d-4728-af68-d4f98228815a.Kinect,8/24/2018,0.01,0.0,1.17,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.01,1.06,1.5,1.11,1.35,0.01,0.29,0.54,0.83,0.19,0.57,0.41,0.7,0.93,0.16,0.7,0.95,0.1,0.85,0.56,0.7,0.29,0.7,0.82,0.92,0.18,0.57,0.79,0.97,0.76,1.0,0.98,0.87,0.58,0.55,0.59,0.44,0.67,0.66,1.0,1.0,1.0,0.96,0.75,0.16,0.15,0.97
2bc552cc-e8cb-4aae-8e4f-91b1ef796711.Kinect,7/16/2018,0.78,0.99,1.18,1.15,0.12,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.76,0.29,0.43,0.87,0.19,0.53,0.14,0.52,0.51,0.88,0.21,0.64,0.1,0.42,0.54,0.52,0.28,0.23,0.43,0.47,0.87,0.59,0.53,0.29,0.74,0.64,0.82,0.15,0.93,0.29,0.53,0.51,0.68,0.82,0.64,0.56,0.69,0.88,0.38,0.73,0.83,0.33
9d8d788e-b099-42b9-8a0a-5120dcab5b50.Kinect,7/11/2018,0.54,1.07,1.49,1.5,0.76,0.5,0.01,0.72,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.5,0.91,0.9,0.72,0.73,0.48,0.15,0.56,0.77,0.49,0.71,0.84,0.77,0.78,0.48,0.58,0.92,0.7,0.78,0.48,0.9,0.44,0.47,0.28,0.41,0.48,0.65,0.64,0.6,0.62,0.81,0.45,0.68,0.67,0.65,0.56,0.69,0.59,0.31,0.6,0.67,0.48
554df7ba-f362-411f-9a9d-0dcf2bb007ae.Kinect,5/10/2018,0.69,1.0,1.47,1.13,0.13,0.21,0.11,0.0,0.01,0.0,0.19,0.01,0.03,0.0,0.03,0.65,0.66,0.4,0.73,1.0,0.76,0.88,0.85,0.57,0.16,0.23,0.66,0.71,0.18,0.77,0.85,0.64,0.21,0.18,0.48,0.84,0.83,0.77,0.71,0.53,0.48,0.54,0.09,0.94,0.29,0.78,0.89,0.92,0.66,0.96,0.73,0.65,0.59,0.43,0.15,0.17,0.89
b54c8c61-b050-4b76-9a1b-e2ad199deeaf.Kinect,9/26/2018,0.89,0.01,1.0,0.36,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.88,0.29,0.09,0.35,0.2,0.18,0.19,0.2,0.53,0.8,0.21,0.65,0.33,0.19,0.16,0.2,0.3,0.21,0.19,0.47,0.18,0.34,0.26,0.47,0.31,0.31,0.54,0.75,0.85,0.79,0.38,0.53,0.9,0.66,0.65,0.55,0.68,0.6,0.31,0.31,0.32,0.04
f50bed68-aa83-499e-9b8c-28b11f63f96b.Kinect,10/4/2018,0.72,0.55,1.26,1.48,0.28,0.0,0.0,0.0,0.0,0.02,0.18,0.0,0.01,0.0,0.0,0.74,0.28,0.1,0.73,0.64,0.16,0.41,0.19,0.53,0.22,0.43,0.64,0.39,0.52,0.18,0.19,0.28,0.42,0.53,0.9,0.77,0.91,0.93,0.47,0.44,0.45,0.55,0.18,0.46,0.97,0.7,0.86,0.83,0.66,0.65,0.55,0.65,0.58,0.31,0.19,0.22,0.36
5e57b822-b2f4-44f9-bc80-08831a94a3d1.Kinect,7/25/2018,0.65,1.41,1.04,0.39,0.25,0.05,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.64,0.82,0.23,0.49,0.55,0.64,0.49,0.69,0.77,0.72,0.87,0.63,0.46,0.34,0.63,0.7,0.82,0.87,0.34,0.64,0.94,0.34,0.26,0.3,0.83,0.57,0.79,0.76,0.96,0.51,0.61,0.44,0.81,0.66,0.64,0.55,0.78,0.97,0.32,0.92,0.94,0.59
6f2c644c-e6ca-4c17-be88-be768afe5cba.Kinect,5/10/2018,0.66,1.09,1.5,1.5,0.16,0.02,0.01,0.0,0.0,0.0,0.29,0.0,0.01,0.0,0.0,0.65,0.28,0.74,0.94,0.79,0.81,0.36,0.86,0.57,0.7,0.43,0.63,0.72,0.37,0.81,0.86,0.3,0.46,0.35,0.47,0.94,0.72,0.74,0.5,0.49,0.38,0.56,0.69,0.48,0.94,0.39,0.49,0.69,0.66,0.64,0.56,0.65,0.58,0.31,0.16,0.15,0.72
cbf8bad3-b40b-40e4-b5b3-7e43a750a88f.Kinect,7/18/2018,0.89,0.0,0.61,1.03,0.01,0.05,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.53,0.59,0.35,0.6,0.5,0.62,0.72,0.52,0.16,0.73,0.66,0.5,0.72,0.48,0.7,0.54,0.73,0.7,0.47,0.16,0.36,0.25,0.31,0.29,0.31,0.55,0.09,0.46,0.3,0.38,0.44,0.68,0.67,0.64,0.67,0.96,0.72,0.31,0.73,0.46,0.2
1cc64392-d38e-43da-b902-659c5b40f094.Kinect,8/7/2018,0.9,0.0,0.01,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.36,0.39,0.35,0.19,0.25,0.45,0.27,0.53,0.42,0.89,0.64,0.69,0.86,0.25,0.25,0.35,0.89,0.86,0.84,0.36,0.57,0.58,0.6,0.62,0.4,0.54,0.54,0.46,0.33,0.42,0.44,0.7,0.66,0.64,0.56,0.79,0.59,0.33,0.15,0.16,0.06
